company,competitors,degree,department,experience,job_category,job_content,jobname,others,skills,tools,update_time,url,page
資拓宏宇國際股份有限公司,5,專科、大學、碩士,不拘,3年以上,電腦系統分析師,"1. 具備銀行系統分析與設計經驗3年以上(台外幣核心帳務系統, 網路銀行, 分行系統, 徵授信系統,CRM,...) 2. Web 專案開發經驗 3.系統需求分析 4.系統設計、資料庫架構設計 5.撰寫分析及設計規格書、操作手冊 6. 具備行動App(iOS or Android) 開發經驗尤佳 人才是資拓宏宇最重視的資產，因此我們採人性化的管理制度，建立完善且多元的全方位福利制度，並提供員工更完善的生活照護，以期同仁們能夠在辛勤工作之餘，也能取得同仁在生活中的良好平衡。 【獎金保險】 ˙保障一個月年終獎金(限不定期同仁) ˙視個人績效發放績效獎金 ˙盈餘分紅及員工認股 ˙人才推薦獎金 ˙專利獎勵獎金 ˙符合法律規範之勞保、健保、勞退提撥 ˙每月15日預發當月薪資制度 ˙同仁享每月50次跨行轉帳/跨行提款免手續費服務(首次發薪後次月6日生效) ˙全方位員工團體保險(包含定期壽險/意外醫療/住院醫療/傷害醫療/急診限額保險/門診手術限額保險/防癌健康險等) ˙公司全額補助加保配偶及子女，並提供父母親定期壽險團保優惠 【休假福利】 ˙週休二日 ˙彈性上下班制度(08:00/08:30/09:00/09:30四時段) ˙到職當年即享有特休假(限不定期同仁，當年度即給予7天依比例特休) ˙優於勞基法之特別休假(限不定期同仁，採西元年直接切年度計算) ˙優於勞基法之產假 ˙優於勞基法之陪產假 ˙針對懷孕女性同仁，提供5日全薪「產檢假」 ˙全薪給付「流產假」(到職滿6個月) ˙1天全薪給付「訂婚假」(遇週末可任選前後一工作天休假) ˙2天全薪給付「新生入學假」(幼稚園/國小入學各1天) ˙颱風等天災假全薪給付 【健康休閒】 ˙定期舉辦員工健康檢查 ˙定期舉辦Happy Hour歡樂時光下午茶活動 ˙羽球社/籃球社/跑步社/狠腳社/手作社/桌遊社等多元性社團 ˙生育禮金/結婚禮金/喪葬慰問金 ˙中秋禮金/端午禮金/生日禮金 ˙節慶發放自選式福利點數 ˙多元球類比賽與福委活動 ˙年度家庭日活動 ˙年度尾牙活動 ˙特約廠商折扣 ˙健康樂活講座 ※若專案另有約定，依專案約定另案辦理。",銀行應用系統分析師-金融(FBD20&50),未填寫,不拘,不拘,2016-12-30,http://www.104.com.tw/job/?jobno=4elfq&jobsource=n104bank1&hotjob_chr=,27
精英人力資源股份有限公司,5,專科以上,不拘,不拘,財務分析／財務人員,【工作內容】 1.蒐集外部產業資料，藉以分析研究市場及同業狀況。 2.分析各單位與轉投資事業之經營績效。 3.推動與執行各項專案，並督導各部門專案執行進度。 4.提供各種融資、投資、合併、收購等財務策略之建議及分析。 5.負責預算編審與控管。 6.熟悉天心系統尤佳 【工作技能】 1.日文檢定2級以上 2.具會計師事務所2年以上 3.具有耐心及細心、善與人溝通合作,Y.K.,未填寫,不拘,不拘,2016-12-28,http://www.104.com.tw/job/?jobno=4h0pz&jobsource=n104bank1&hotjob_chr=,27
台灣大昌華嘉股份有限公司,6-10,大學、碩士,商業及管理學科類、工業工程相關,2年以上,營運管理師／系統整合／ERP專案師,"1.物流作業流程設計、改善 2.物流流程簡化與整合 3.物流自動化設施之導入 4.作業效率之提升 5.成本管理&監控 6.績效之設定&提升 7.營運分析&績效回報 8.營運資料之蒐集 9.營運決策資訊系統之建立&管理 10.決策支援系統開發 公司福利 ◆ 年終獎金 ◆ 保險類 1.勞保 2.健保 3.員工團保 4.眷屬團保(公司全額負擔,員工毋需自費給付) 5.退休金提撥 ◆ 請 / 休假制度 1.一週上班五日 2.特休/年假 福委會福利 1.三節禮金 / 禮品 2.生日禮金 / 禮品 3.結婚禮金 4.生育津貼 5.旅遊補助 其他福利 1.員工購物優惠 2.員工健康檢查 3.高級咖啡無限免費供應 上述福利制度依公司規定及年度福委會規劃而異",營運分析專員,"1.兩年以上工作經驗 2.具KPI管理,流程改善經驗者佳 3.物流相關經驗更佳",不拘,Excel 、 Word,2017-01-03,http://www.104.com.tw/job/?jobno=38p7n&jobsource=n104bank1&hotjob_chr=,27
雙喬國際股份有限公司,5,大學以上,不拘,3年以上,網站行銷企劃,"1、根據要發行產品的特點及投放地區情況，開展在Google/Facebook廣告平臺上的海外廣告投放工作； 2、即時監控廣告資料，並作分析、統計, 及時調整投放策略，以達到最佳的廣告效果； 3、分析廣告素材報告，理解目標市場的美術風格，把握目標市場的語言風格，為廣告素材製作和文案設計提供有建設性意見； 4、定期製作廣告帳戶優化案例分析報告，總結優化經驗； 5、關注並學習研究有助於Googlee/Facebook廣告投放的相關新功能或產品，評估並選擇適合於公司產品推廣的新功能或產品，開展投放工作； 6、負責Googlee/Facebook帳戶操作及優化的培訓工作。 勞保，健保，員工團體保險，員工意外險，國內外旅遊，三節禮金，生日禮金 ◆ 獎金/禮品類 1.年終獎金 2.三節獎金/禮品 3.勞動節獎品/禮品 ◆ 保險類 1.勞保 2.健保 ◆ 休閒類 1.國外旅遊 2.部門聚餐 ◆ 制度類 1.績效獎金 2.順暢的升遷管道 ◆ 請 / 休假制度 1.週休二日 2.特休/年假 3.陪產假 ◆ 其他 1.員工停車位 ◆ 補助類 1.結婚禮金 2.生育津貼",數位行銷(網路廣告優化分析師),1、本科以上學歷，廣告、會計、市場行銷、電腦、電子商務等專業。 2、具備良好的資料分析能力，邏輯推理能力及溝通能力； 3、學習能力強，有責任心、抗壓能力強； 4、英語六級（語言應用能力強，口語不做硬性要求）； 5、具有2年以上Googlee/Facebook帳戶投放經驗，有多款歐美項目經驗的優先； 6、熱愛手機遊戲/網遊，有遊戲經驗者優先。,不拘,不拘,2017-01-03,http://www.104.com.tw/job/?jobno=56m8e&jobsource=n104bank1&hotjob_chr=,27
世紀智庫管理顧問股份有限公司 (SmartM),6-10,專科以上,不拘,1年以上,軟體專案主管,(企業獵才代徵)  東南亞最大現金回饋網：電子商務系統分析師、iOS / Android APP開發工程師  資訊通訊服務的標竿：資訊系統分析師、資訊系統架構師、技術經理  FinTech數位金融：資深系統分析師 、  .NET程式設計師  世界級的服務業：系統分析師、.NET程式設計師、全端工程師  電商團購O2O網站：系統分析師、IT Head、APP開發工程師/測試人員  電子商務開店平台：系統架構師、iOS開發工程師、Android APP開發工程師  行動應用的服務：系統分析師,系統分析師(SA),未填寫,不拘,不拘,2017-01-04,http://www.104.com.tw/job/?jobno=573p0&jobsource=n104bank1&hotjob_chr=,27
健亞生物科技股份有限公司,5,專科、大學,化學相關、藥學相關、食品營養相關,1年以上,品管／檢驗人員,"1.原物料、成品、半成品、安定性、環境、水質、研發等相關檢品test 2.全廠水系統取樣與檢測 3.實驗室儀器、藥品、資料之維護 . 享健保,勞保及團保 . 生日禮券 . 三節禮券獎金 . 員工旅遊 . 生育,結婚及喪病補助金 . 優於勞基法之給假制度... . 勞退新制",品管分析師(M),"大學化學藥學或食品營養等相關科系畢.熟英文.電腦文書軟體作業,化學分析HPLC.AA及相關儀器檢測，工作態度良好及團隊合作精神佳．具藥廠相關工作經驗者佳.",不拘,不拘,2017-01-04,http://www.104.com.tw/job/?jobno=4yh3m&jobsource=n104bank1&hotjob_chr=,27
杏一醫療用品股份有限公司,5,大學以上,不拘,2年以上,其他專案管理師,"1. [專案執行]：商品行銷相關流程優化之提案與執行 2. [資料分析]：每月營業銷售分析、採購KPI達成狀況分析 3. [展店事宜]：門市貨架台帳規劃，展店配貨事宜 4. [出口作業]：每季出口大陸合約簽訂及訂單出貨作業規劃 5. [例行性事務]：年度規劃、例行會議 ★杏一照顧每一位工作夥伴，提供具競爭力的薪資及優渥獎金★ 【薪資/獎金類】 1.高於業界的薪資─ ●藥師：大學起薪54,500 ~ 75,000 (公會費、藥師學分費補助及藥師職業保險，每 年固定安排專業藥師學分訓練課程) ●門市：大學起薪28,880起(北北基、桃園、新竹地區另有加給、醫護專業科系另有 加給) ●行政後勤：大學起薪30,000起 2.豐厚的績效獎金─季團體獎金、個人獎金、達標獎金等多樣性高額獎金，等你來挑戰! 3.基本保障通通有─除享勞保、健保、勞退，及提供額外員工團體意外險。 4.各式獎金不會少─年終獎金、端午獎金、中秋獎金、員工招募介紹金 ★杏一體貼每一位工作夥伴，提供多元福利，精彩你的職業生活★ 【優質福利】 1.提供國內外旅遊：2016韓國釜山/Bali五日遊、2015日本東京迪士尼五日遊、2014日本京阪神五日遊 2.健康職涯從杏一開始：員工健檢 3.鼓勵每位優秀的莘莘學子：在職員工獎學金、子女獎學金 4.杏一與您同在每個重要時刻：結婚禮金、生日禮金 5.杏一Shooping好Happy：員工購物優惠 6.上班無須擔心穿什麼：提供杏一員工制服 【休假/請假】 1.工作生活平衡─任職滿一年即享年假，提供女性同仁育嬰留職停薪假 2.依照勞基法給假─婚假、喪假、生理假等….. ★杏一重視每一位工作夥伴，與您共同成長，創造正向循環的杏福企業★ 【升遷成長】 1. 專業培訓計畫─新人訓練、在職訓練、職階晉升教育、外訓補助等 2. 透明公開的考績加薪─每年6月及12月依照考績調薪",HE商品行銷處_營銷分析主管,未填寫,不拘,Excel 、 Outlook 、 PowerPoint 、 Word,2017-01-04,http://www.104.com.tw/job/?jobno=52kyt&jobsource=n104bank1&hotjob_chr=,27
台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,5,專科、大學、碩士,資訊管理相關、資訊工程相關,2年以上,電腦系統分析師,1.負責品牌產品線索、商機、銷售、售後服務系統規劃、設計開發。 2.應用系統、資料庫、資料結構之維護與加強。 3.BI應用報表開發與維護，豐富使用者體驗親和性。 4.分析電腦使用者需要，以發展硬體和軟體架構。 5.瞭解各使用需求單位對資訊服務的需求，並建議最佳作業方式。 台達電子視員工為最重要的資產，向來注重人才培訓，我們提供訓練培育課程以滿足不同國家及地區員工之各種需求，從改進個別員工技能到培育管理領導者才能的訓練培育體系如下： 1. 新人訓練 2. 專業/職能訓練：研發及工程、行銷/銷售、財務/管理、進出口/採購、資訊科技等專業訓練 3. 管理才能訓練：基層、中階及高階管理訓練 4. 通識教育訓練：公司價值觀、顧客滿意、品質、安全及衛生 5. 專案導向訓練：企業議題討論會/研討會 6. 自我發展訓練：語言課程、數位學習 為提供同仁們整合性更高的教育訓練系統，台達在台灣區人資網站上新成立了學習與發展社群，以學習者為中心，提供學員所需的訓練資訊包含課程公告、外訓課程介紹、線上教材，並整合常見問題以解決疑問。另我們亦設有「學習評核區」，得以隨時於線上評量學習成果並由系統記錄之。 ◎ 多元學習環境 -e-Learning學習平台 -面面俱到的訓練藍圖 -全額補助外部技術研討及技能訓練。 -鼓勵學習的組織及環境 ◎ 與國際接軌之員工個人發展 -放眼全球的工作歷練及發展 -全球各地研發中心之交流與學習 -參與國際知名專家主持之專案 -管理與技術職之雙軌晉升 ◎ 績效導向之薪酬 -以能力為依歸的績效管理 -公司營運獲利分享的奬金紅利 ◎ 福利及生活照顧 -全額補助的團體保險 -自助式且多樣選擇的廠內用餐補助 -感性與知性兼具的社團活動 -國內外自由行旅遊活動 -美輪美奐的知名連鎖咖啡廳、便利商店 -為地球盡一份心力的環保公益活動,SAP,1.須具備Java OO程式技術能力 2.有SAP BW 或 ERP 或 CRM 系統維護經驗者佳 3.有應用系統銷售模組維護經驗者佳,資料庫程式設計 、 企業資源規劃管理(ERP),Java 、 Excel 、 Outlook 、 PowerPoint 、 Project 、 Visio 、 Word 、 SAP,2017-01-04,http://www.104.com.tw/job/?jobno=59i12&jobsource=n104bank1&hotjob_chr=,27
科毅研究開發股份有限公司,5,大學、碩士,化學相關、工業管理相關、工程學科類,3年以上,品管／品保主管,1.品質管理 與規劃 2.品質專案執行、管理 3.資料統計分析與管理 4.系統稽核(QSA)、製程稽核管理(QPA) 5.品質可靠度實驗管理 6.異常事件處置 7.其它主管交辦事項 ◎醫療保險及退休： 勞保、健保、免費定期健康檢查、特約醫療機構、勞工退休準備金及勞工退休金等。 ◎請/休假： 均依勞動基準法等相關法令辦理等。 ◎獎金/禮金(禮券)： 績效獎金(視公司營運/績效)、業務績效獎金、五一/端午/中秋(禮卷或節金)、生日禮金等。 ◎補助/救助： 婚/生育賀金、喪/傷病慰助金、員工子女獎助學金、急難救助(貸款)等。 ◎餐飲： 員工餐廳(台南工廠/蘇州工廠)、販賣機、免付費咖啡機等。 ◎活動： 尾牙聚餐(台北/蘇州)、春酒聚餐(台南工廠)、慶生餐會(台北)、員工旅遊、球類比賽等。 ◎其他：特約商店折扣、不定期電影欣賞等。,品保工程師(統計分析)_南科工,1.化妝品、醫藥產業統計分析及品質異常改善經驗者佳 2.具有ISO9001，ISO22716或國內GMP等品質管理系統導入及維護經驗者優先考慮 3.Excel需熟練且熟巨集程式之撰寫，ACCESS熟練 4.本職位嚴禁抽煙、酗酒等行為。,不拘,Access 、 Excel 、 Outlook 、 PowerPoint 、 Word,2017-01-04,http://www.104.com.tw/job/?jobno=3vtc4&jobsource=n104bank1&hotjob_chr=,27
華碩電腦股份有限公司,6-10,專科以上,商業及管理學科類、電機電子工程相關、資訊工程相關,不拘,營運管理師／系統整合／ERP專案師,1.分析及整合全球客服運籌系統及管理 2.導入新系統及教育訓練各區使用者 3.大數據報表分析及實現 1.勞保、健保、團保 2.華碩員購網 3.員工分紅、三節獎金、績效獎金、專利獎金、模範員工獎金 4.文康券、員工暨子女獎助學金、生日禮券、婚喪喜慶禮金補助、餐飲補助 5.不定期文康活動、華碩家庭日 6.年度員工健康檢查、哺乳室、員工醫務室、醫生駐診 7.五星級休閒中心( 綜合球場、健身房、游泳池、SPA 、三溫暖烤箱、瑜珈韻律教室等各項休閒措施)、美食街飲食,AD3061,"1. 喜歡學習新的領域知識與技術及海外人員討論 2. 具ERP或plannig系統或客服系統設計或使用經驗者佳 3. Office 2.Oracle或SQL或ACCESS或VBA能力者佳 3. 具運籌管理物控，逆物流RMA，service BOM, shipping、電子業代工廠或品牌公司PM工作經驗其一經驗者佳",不拘,不拘,2016-06-02,http://www.104.com.tw/job/?jobno=4bcxi&jobsource=n104bank1&hotjob_chr=,27
安永聯合會計師事務所,5,大學、碩士,會計學相關、統計學相關、經濟社會及心理學科類,3年以上,顧問人員,以會計專業與其他技術協助企業調查各種舞弊類型，協助企業降低風險與損失 【優於勞基法的休憩型福利】 ‧ 到職休假福利，不受限於年資屆滿方可休假之限制。 ‧ 年休假遞延福利：鼓勵員工休假，年休假可遞延半年使用。 ‧ 專業證照溫書假及專業考試享公假福利。 ‧ 結婚/生育/產檢/陪產/育嬰/病(生理)/治喪假。 ‧ 三節日前彈性工時福利。 【全方位照護的保障型福利】 ‧ 完整的團體保險(壽險/意外險/意外醫療險/住院醫療險/癌症醫療險)，由事務所全額負擔。 ‧ 海外旅平險(意外險/意外醫療險)，由事務所全額負擔，提高同仁差旅照護保障。 ‧ 國際SOS緊急醫療及24小時全球各城市旅行安全電話諮詢服務。 【具競爭力的經濟型福利】 ‧ 會計師及各類專業證照獎勵金。 ‧ 每月行動通訊費補助及企業群組超優惠費率。 ‧ 夜間計程車車資補助。 ‧ 超時工作誤餐費補助。 ‧ 個人專屬筆記型電腦及網路電話。 ‧ 結婚/生育/治喪津貼。 【溫馨友善的服務型福利】 ‧ 溫馨哺（集）乳室：提供育兒員工人性溫暖的工作環境。 ‧ 員工溫馨交誼廳：提供免費咖啡及舒適的休憩環境。 ‧ 特約健檢機構免費健檢服務。 ‧ 忙季豐富下午茶點。 ‧ 員工免費按摩服務。 【享受工作與生活平衡的康樂型福利】 ‧ 員工交流與福利委員會多元活動：家庭日、踏青日、運動日、年度尾牙。 ‧ 多元及包容三大俱樂部，邀請名人演講及各類交流活動。 ‧ 多元化社團活動，每年享有高額補助金。 ‧ 忙季慶功宴餐敘高額補助。 ‧ 專業友愛志工關懷活動。 ‧ 年度定額旅遊補助金。 ‧ 校園聯誼運動比賽。 【多樣化培育的發展型福利】 ‧ EYU「EY and You」（安永與你），是我們全方位的人員培育架構，協助員工在職涯的每個階段，擁有豐富的學習資源與發展機會。 ‧ 國際菁英交換計畫：提供跨國界的人才流動機會，建立多樣化長短期國際工作安排，讓同仁有機會轉調至全球各地安永會員事務所，包含中國交換計畫 (China Exchange Program)、國際交換計畫 (Global Exchange Program)、亞洲交換計畫 (Horizon)，展開為期1至3年的工作計畫。 ‧ 聘任全職外籍英語老師，為員工提供客製化的英語教學及互動式英語學習環境。 ‧ 實體訓練課程與線上學習平台，建置學習地圖，提供員工每個職涯階段應研修的專業知識與工作技能。 ‧ 透過實務應用，透過多元化的專案執行與國外交換計畫，累積及傳承各式經驗。 ‧ 健全的員工培訓及輔導制度：先進的經驗分享與工作指導，以及同儕間的砥礪，協助員工管理及達成個人的職涯規劃和目標。 ‧ 公平公開及公正的年度績效考核與升遷制度。 ‧ 提供完善的海外培訓制度。 ‧ 內部輪調制度，提供多元發展機會。,【審計服務】鑑識會計資料分析人員,1. 犯罪心理學、犯罪學等相關系所畢業或具相關經驗者尤佳 2. 良好溝通與報告撰寫的能力、具備邏輯思考與解決問題的能力 3. 認真負責、有熱誠、抗壓性與執行力強、具強烈企圖心 4. 對刑事/民事訟訴法、證據法則、個人資料保護法、營業秘密法及專利法等有初步了解或有高度興趣者尤佳 5. 具鑑識會計、舞弊偵測調查經驗者尤佳 6. 具審計2年經驗者尤佳 7. 願意配合出差 8. 中英文流利,不拘,不拘,2017-01-03,http://www.104.com.tw/job/?jobno=547dz&jobsource=n104bank1&hotjob_chr=,27
言瑞實業有限公司,5,專科、大學、碩士,不拘,不拘,電腦系統分析師,1.熟財務成本 2.具ERP經驗 3.熟流程文件製作 4.具客戶訪說及客製系統經驗 5.熟資料庫語法 1.落實勞工保險及健康保險，保障個人福利。 2.健全職工福利委員會組織，規劃員工福利。 3.完整教育訓練，培育人才，暢通晉升管道。 4.完善休假制度，年薪給假，重視人性管理。,ERP系統分析師,未填寫,不拘,不拘,2017-01-06,http://www.104.com.tw/job/?jobno=59m03&jobsource=n104bank1&hotjob_chr=,27
財團法人法鼓山文教基金會,6-10,大學,資訊管理相關,3年以上,視聽工程類人員,"1.數位檔案建檔與歸檔作業 2.數位化轉檔及上載檔案 3.影片資料庫系統維護 4.影片資料庫升級規劃及評估 1.享有勞保、健保、團保及勞退新制。 2.提供修行假,可參與機構所辦之禪修活動。 3.提供員工在職教育訓練。 4.其他未盡之事宜，均依勞動基準法相關規定辦理！",【文化中心-影視製作部】影片資料庫管理專員,●溝通協調能力佳、主動積極 ●具問題分析判斷能力 ●獨立、自主性 ●操作「台員影音資料庫系統」,不拘,Excel 、 PowerPoint 、 Word 、 中文打字20~50,2017-01-05,http://www.104.com.tw/job/?jobno=4lepm&jobsource=n104bank1&hotjob_chr=,27
三緯國際立體列印科技股份有限公司,6-10,大學以上,商業及管理學科類,2年以上,成本會計,a) 成本損益結算及彙整分析 b) 帳務資料管理 c) 結算流程進度掌控 d) 匯整分攤材料、人工、製造費用等，以完成相關成本表。 一、健康關懷及保險醫療 1. 勞保、健保 2. 員工暨眷屬團體保險及各項醫療補助 3. 年度員工身體健康檢查及流感疫苗施打 4. 員工因工作之公傷，公司全額支付薪資 5. 婚、喪、喜慶、生育等津貼補助 二、員工教育訓練發展 1. 新進人員教育訓練 2. 專業技能訓練 3. 管理技能訓練 4. 品質管理訓練 5. 研發相關課程及講座 6. E-Learning線上學習 三、獎金及禮品 1. 年節、端午、中秋三節獎金 2. 年度績效獎金 3. 生日禮品及五一勞動節禮品 4. 員工子女教育獎助學金 四、年度旅遊及聯誼活動 1. 國內員工旅遊 2. 國外員工旅遊 3. 藝文、登山、健行活動 4. 社團及聯誼活動 五、員工激勵及獎勵 1. 暢通的升遷管道 2. 優渥的語文獎勵金 3. 專業證照獎勵金 4. 專利研發獎金 六、其他福利措施 1. 免費供應午餐 2. 健全的勞工退休金提撥制度 每月按應發薪資總額提撥6％為員工之退休金 3. 公司車位費用補助 4. 13線員工交通車,FX-成本分析管理師(派駐泰國或菲律賓),1) 具生產製造成本作業經驗佳 2) 熟悉ERP系統作業流程 3) 熟悉office文件作業,不拘,不拘,2017-01-03,http://www.104.com.tw/job/?jobno=520cz&jobsource=n104bank1&hotjob_chr=,27
瑞傳科技股份有限公司,5,大學、碩士,電機電子工程相關、資訊工程相關、資訊管理相關,3年以上,軟體設計工程師,1.  醫療大數據統計分析與應用系統開發 2.  熟MS SQL資料庫設計與開發 3. 熟悉 C# 語言及 .NET Framework 平台架構。會C++ 4. 能獨立作業，懂專案管理流程與作業 依勞基法規定、團保、每年健康檢查、三節禮金、生日禮金、在職訓練、員工分紅、績效獎金、員工旅遊補助、婚喪喜慶補助等,智慧醫療應用系統分析高級工程師,熟悉醫療產業尤佳,不拘,不拘,2017-01-06,http://www.104.com.tw/job/?jobno=4zqgx&jobsource=n104bank1&hotjob_chr=,27
怡高人力資源股份有限公司,6-10,碩士以上,經濟學相關、數學及電算機科學學科類、商業及管理學科類,不拘,其他研究人員,~此為派遣工作~ * 國際經貿數據與文字之探勘、統計、分析、預測。 * 資料庫管理。 上班時間：9:00-18:00 上班地點：台北市信義區基隆路 用人企業：外貿協會 派遣公司：怡高人力資源股份有限公司,【外貿協會】數據分析人員-,IELTS 、 TOEIC,不拘,不拘,2017-01-04,http://www.104.com.tw/job/?jobno=4z5mz&jobsource=n104bank1&hotjob_chr=,27
宜特科技股份有限公司,5,專科、大學、碩士,電機電子工程相關、光電工程相關、工程學科類,1年以上,半導體製程工程師,1.工程技術諮詢、實驗流程規劃 2.電性量測/IC故障定位量測案件施作 3.分析資料判讀與報告撰寫 我們提供同仁 優渥的薪酬待遇、貼心及舒適的工作環境及完善的福利制度～ 期望同仁工作、生活、休閒均能獲得均衡之發展! 1.高競爭力的薪資水準，員工生活品質的保障 -三節(端午/中秋/年終)獎金、績效獎金、勞工退休金提撥 2.員工分紅入股制度，與公司共享營運成果 3.完善的員工保險，提供生活多重保障 -勞工保險、全民健康保險、團保、出差旅平險 4.優於勞基法之休假制度 -週休二日、新人到職當年度即可享有特休假 5.員工教育訓練，提昇工作績效，充份發揮潛能及推動企業發展 -新人訓練、在職內部訓練、派外訓練、經營管理能力訓練 6.各項福利補助 -三節禮金、生日禮金、婚喪喜慶補助金、子女教育獎助學金、旅遊補助、午茶基金 7.貼心照顧員工生活 -1.員工定期精緻健康檢查 -2.提供精緻團膳及餐費補助，解決同仁[食]的問題 -3.提供員工車位及宿舍補助，使同仁免於擔心[停車]及[住]的問題 -4.福委會舉辦多樣化的員工活動：家庭日/運動會/K歌大賽/聖誕party等及高品質員工旅遊、並提供社團 補助，以充分聯絡同仁情誼及充實休閒生活,電性故障分析工程師(深圳),1. 需長駐大陸深圳市 2.熟悉電子電路/基本電學/電子元件特性 3.具電子/光電相關產業經驗者佳,不拘,不拘,2016-08-15,http://www.104.com.tw/job/?jobno=4yaiz&jobsource=n104bank1&hotjob_chr=,28
台灣雙健維康生技顧問有限公司,5,大學、碩士,醫藥衛生學科類、數學及電算機科學學科類、商業及管理學科類,不拘,統計學研究員,"主要工作內容: 1.臨床資料庫建置(Web based EDC system與Paper based clinical data management system (CDMS)) 2. SAS程式撰寫 (資料處理, 統計分析程式) ＊〈制度類〉＊ 1. 保障年薪13個月 2 .盈餘分紅 3. 中秋禮金 4. 端午禮金 5. 週休二日 6. 優於勞基法之年假制度 (10天年假起；員工新進到職即可享有當年度比例年假) 7. 彈性上下班制度 8. 順暢的升遷管道 ＊〈保險類〉＊ 1. 勞工保險 2. 健康保險 3. 勞工退休金提撥 4. 員工團體保險 （包括：意外傷害保險、意外傷害保險醫療、意外傷害住院醫療、團體職業災害傷害保險） ＊〈其他〉＊ 1. 年度員工旅遊 2. 年度員工健康檢查 3. 每月慶生活動 4. 不定期舉辦部門活動 5. 不定期舉辦公司活動 6. 結婚、生育、喪葬津貼 7. 完善舒適的辦公環境",臨床資料庫開發暨SAS程式設計師(Clinical,". Detail oriented with strong organizational skills . Good proficiency in at least one programming language, e.g. SAS, Java script . Working experience on an EDC or other database system build up is preferred. . Capable in SAS programming / statistical background is preferred. . Capable in C# programming is preferred",不拘,C# 、 VBA 、 Access 、 Excel 、 Word 、 SAS,2017-01-05,http://www.104.com.tw/job/?jobno=4xm8h&jobsource=n104bank1&hotjob_chr=,28
資拓宏宇國際股份有限公司,5,大學,資訊管理相關,2年以上,電腦系統分析師,負責「罕見疾病整合式資訊管理系統」之管理與維護：軟體設計、資料庫分析、程式開發、資安維護及弱點處理等事宜 人才是資拓宏宇最重視的資產，因此我們採人性化的管理制度，建立完善且多元的全方位福利制度，並提供員工更完善的生活照護，以期同仁們能夠在辛勤工作之餘，也能取得同仁在生活中的良好平衡。 【獎金保險】 ˙保障一個月年終獎金(限不定期同仁) ˙視個人績效發放績效獎金 ˙盈餘分紅及員工認股 ˙人才推薦獎金 ˙專利獎勵獎金 ˙符合法律規範之勞保、健保、勞退提撥 ˙每月15日預發當月薪資制度 ˙同仁享每月50次跨行轉帳/跨行提款免手續費服務(首次發薪後次月6日生效) ˙全方位員工團體保險(包含定期壽險/意外醫療/住院醫療/傷害醫療/急診限額保險/門診手術限額保險/防癌健康險等) ˙公司全額補助加保配偶及子女，並提供父母親定期壽險團保優惠 【休假福利】 ˙週休二日 ˙彈性上下班制度(08:00/08:30/09:00/09:30四時段) ˙到職當年即享有特休假(限不定期同仁，當年度即給予7天依比例特休) ˙優於勞基法之特別休假(限不定期同仁，採西元年直接切年度計算) ˙優於勞基法之產假 ˙優於勞基法之陪產假 ˙針對懷孕女性同仁，提供5日全薪「產檢假」 ˙全薪給付「流產假」(到職滿6個月) ˙1天全薪給付「訂婚假」(遇週末可任選前後一工作天休假) ˙2天全薪給付「新生入學假」(幼稚園/國小入學各1天) ˙颱風等天災假全薪給付 【健康休閒】 ˙定期舉辦員工健康檢查 ˙定期舉辦Happy Hour歡樂時光下午茶活動 ˙羽球社/籃球社/跑步社/狠腳社/手作社/桌遊社等多元性社團 ˙生育禮金/結婚禮金/喪葬慰問金 ˙中秋禮金/端午禮金/生日禮金 ˙節慶發放自選式福利點數 ˙多元球類比賽與福委活動 ˙年度家庭日活動 ˙年度尾牙活動 ˙特約廠商折扣 ˙健康樂活講座 ※若專案另有約定，依專案約定另案辦理。,.NET系統分析程式設計師-MCD,1.熟悉.NET開發與SQL Server 2.具Word、Excel之xml開發技能 3.具Server維護技能 4.熟悉SQL Servrer排程、封裝、匯入之應用 5.需有維護他人撰寫程式之經驗,不拘,ASP.NET 、 MS SQL,2016-12-30,http://www.104.com.tw/job/?jobno=58xj7&jobsource=n104bank1&hotjob_chr=,28
